TF_name	TU_name	effect	evidence	confidence
H-NS	ydeP[ydePp]	-	[APPH, HIFS, IEP, IMP, IPI, BPP, GEA, IGI]	STRONG
H-NS	yhiM[yhiMp]	-	[APPH, HIFS, IEP, IMP, IPI, AISGDTU, BPP, GEA, IGI]	STRONG
H-NS	yjjP[yjjPp]	-	[BPP, APPH, HIFS, IEP, IMP, IPI, ICWHO, LTED, BPP]	STRONG
H-NS	yjjQ-bglJ[yjjQp]	-	[APPH, HIFS, IEP, IMP, IPI, LTED, BPP]	STRONG
HU	galE[galEp1]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galE[galEp2]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galE[galEp]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galET[galEp1]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galET[galEp2]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galET[galEp]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galETK[galEp1]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galETK[galEp2]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galETK[galEp]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galETKM[galEp1]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galETKM[galEp2]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	galETKM[galEp]	-	[AIFS, APPH, GEA, LTED, BPP, GEA]	STRONG
HU	micF[micFp]	+	[AIFS, APPH, GEA, BTEI, LTED, BPP, GEA, IGI]	STRONG
HU	micF[micFp2]	+	[AIFS, APPH, GEA, BTEI, LTED, BPP, GEA, IGI]	STRONG
HU	mtr[mtrp2]	-	[AIFS, APPH, GEA, BTEI, BPP, GEA, IGI]	STRONG
HU	seqA-pgm[seqAp]	-	[AIFS, APPH, GEA, BTEI, PM, BPP, GEA, IGI]	STRONG
HU	tyrP[tyrPp1]	-	[AIFS, APPH, GEA, AISGDTU, BTEI, BPP, GEA, IGI]	STRONG
HcaR	hcaEFCBD[hcaEp]	+	[BTEI, ITCR, AIBSCS, BPP, GEA]	STRONG
HcaR	hcaR[hcaRp]	-	[AIBSCS, BPP, GEA]	STRONG
HdfR	flhDC[flhDp]	-	[APPH, APPPINH, GEA, LTED, BPP, GEA, IGI]	STRONG
HdfR	gltBDF[gltBp]	+	[APPH, APPPINH, GEA, CV(LTED/PM), LTED, PM, BPP, GEA, IGI]	CONFIRMED
HdfR	gltBDF[gltBp2]	+	[APPH, APPPINH, GEA, CV(LTED/PM), LTED, PM, BPP, GEA, IGI]	CONFIRMED
HicB	hicAB[hicAp2]	-	[AIFS, IGI, IMP, ICWHO, PAGTSBP, BPP, GEA, SM]	STRONG
HigA	higBA[higBp]	-	[IBAA, ICWHO, LTED, PAGTSBP, BPP, IHBCE, IMP]	STRONG
HipAB	hipBA[hipBp]	-	[APPH, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
HipAB	relA-mazEF[relAp1]	-	[APPH, IEP, ITCR, BPP, GEA]	STRONG
HipB	fadH[fadHp]	-	[ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
HipB	hipBA[hipBp]	-	[ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
HipB	relA-mazEF[relAp1]	-	[IEP, ITCR, BPP, GEA]	STRONG
HprR	cusCFBA[cusCp]	+	[APIORCISFBSCS, APPHINH, HIFS, IEP, ISM, LTED, APIORCISFBSCS, BPP]	STRONG
HprR	cusRS[cusRp]	+	[APPHINH, HIFS, IEP, ISM, LTED, APIORCISFBSCS, BPP]	STRONG
HprR	cyoABCDE[cyoAp]	-	[APPHINH, HIFS, IEP, ISM, APIORCISFBSCS, GEA]	STRONG
HprR	hiuH[hiuHp]	+	[APPHINH, HIFS, IEP, ISM, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
HyfR	hyfABCDEFGHIJR-focB[hyfAp]	+	[IE, BTEI, IEP, ITCR, AIBSCS, GEA]	WEAK
HypT	cydAB[cydAp1]	+	[TAS, BPP, GEA, IGI]	STRONG
HypT	cysH[cysHp]	+	[BPP, GEA, IGI]	STRONG
HypT	fecABCDE[fecAp]	-	[CV(LTED/PM), IEP, ITCR, LTED, PM, BPP, GEA, IGI]	CONFIRMED
HypT	metBL[metBp]	+	[PM, BPP, GEA, IGI]	STRONG
HypT	metNIQ[metNp]	+	[IEP, ITCR, BPP, GEA, IGI]	STRONG
IHF	aceBAK[aceBp]	+	[APPH, GEA, IEP, IMP, PM, BPP, GEA]	STRONG
IHF	acs-yjcHG[acsp1]	-	[APPH, GEA, IEP, IMP, LTED, BPP, GEA]	STRONG
IHF	acs-yjcHG[acsp2]	-	[APPH, GEA, IEP, IMP, LTED, AIBSCS, BPP, GEA, SM]	STRONG
IHF	acs-yjcHG[acsp]	-	[APPH, GEA, IEP, IMP, LTED, AIBSCS, BPP, GEA, SM]	STRONG
IHF	adiA[adiAp]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, IGI]	STRONG
IHF	amiA-hemF[amiAp]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS]	STRONG
IHF	atoDAEB[atoDp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, GEA, SM]	STRONG
IHF	carAB[carAp1]	+	[APPH, GEA, IEP, IMP, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BCE, BPP, GEA, SM]	CONFIRMED
IHF	csgDEFG[csgDp1]	+	[APPH, GEA, IEP, IMP, BTEI, PAGTSBP, BPP, GEA]	STRONG
IHF	csgDEFG[csgDp3]	+	[APPH, GEA, IEP, IMP, BTEI, PAGTSBP, BPP, GEA]	STRONG
IHF	csrB[csrBp]	+	[APPH, GEA, IEP, IMP, BTEI, LTED, AIBSCS, GEA]	STRONG
IHF	cysJIH[cysJp]	+	[APPH, GEA, IEP, IMP, BPP, GEA]	STRONG
IHF	dcuD[dcuDp2]	+	[APPH, GEA, IEP, IMP, AISGDTU, APIORCISFBSCS]	STRONG
IHF	dmsABC[dmsAp2]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BPP, GEA]	STRONG
IHF	dppABCDF[dppAp]	+	[APPH, GEA, IEP, IMP, LTED, PAGTSBP, BCE]	STRONG
IHF	dps[dpsp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS]	STRONG
IHF	dps[dpsp2]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS]	STRONG
IHF	dusB-fis[dusBp]	+	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
IHF	fimAICDFGH[fimAp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, GEA]	STRONG
IHF	fimB[fimBp2]	+	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BPP, SM]	STRONG
IHF	flhDC[flhDp]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS]	STRONG
IHF	fliAZY[fliAp1]	-	[APPH, GEA, IEP, IMP, LTED, GEA, IHBCE, SM]	STRONG
IHF	fnr[fnrp]	+	[APPH, GEA, IEP, IMP, BPP, GEA, SM]	STRONG
IHF	focA-pflB[focAp1]	+	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BCE, BPP, GEA, SM]	STRONG
IHF	folA[folAp]	+	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, GEA]	STRONG
IHF	gcd[gcdp1]	+	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, GEA, SM]	STRONG
IHF	glcDEFGBA[glcDp]	+	[APPH, GEA, IEP, IMP, LTED, BCE, GEA]	STRONG
IHF	glmY[glmYp1]	+	[APPH, GEA, IEP, IMP, ICWHO, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
IHF	glnHPQ[glnHp2]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BPP, SM]	STRONG
IHF	glpTQ[glpTQp]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BPP, GEA]	STRONG
IHF	gltA[gltAp1]	+	[APPH, GEA, IEP, IMP, LTED, AIBSCS, BCE, GEA]	STRONG
IHF	gltBDF[gltBp]	+	[APPH, GEA, IEP, IMP, CV(LTED/PM), LTED, PM, BPP, GEA]	CONFIRMED
IHF	gltBDF[gltBp2]	+	[APPH, GEA, IEP, IMP, CV(LTED/PM), LTED, PM, BPP, GEA]	CONFIRMED
IHF	hemA-prfA-prmC[hemAp1]	+	[APPH, GEA, IEP, IMP, LTED, BPP, GEA, IGI]	STRONG
IHF	hemF[hemFp]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS]	STRONG
IHF	hipBA[hipBp]	+	[APPH, GEA, IEP, IMP, ITCR, APIORCISFBSCS]	STRONG
IHF	hpt[hptp]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, GEA, SM]	STRONG
IHF	hycABCDEFGHI[hycAp]	+	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
IHF	hypABCDE[hypAp]	+	[APPH, GEA, IEP, IMP, BTEI, ITCR, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
IHF	hypABCDE-fhlA[hypAp]	+	[APPH, GEA, IEP, IMP, IEP, NTAS, APIORCISFBSCS, BPP, GEA]	STRONG
IHF	ibpB[ibpBp]	+	[APPH, GEA, IEP, IMP, LTED, AIBSCS]	STRONG
IHF	ihfA[ihfAp4]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BPP]	STRONG
IHF	ihfB[ihfBp]	-	[APPH, GEA, IEP, IMP, LTED, BPP, GEA]	STRONG
IHF	ihfB[ihfBp2]	-	[APPH, GEA, IEP, IMP, LTED, BPP, GEA]	STRONG
IHF	ilvL[ilvLp1]	-	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, SM, APIORCISFBSCS]	STRONG
IHF	ilvL[ilvLp2]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, SM, APIORCISFBSCS]	STRONG
IHF	ilvLXG_1G_2MEDA[ilvLp1]	-	[APPH, GEA, IEP, IMP, BTEI, LTED, BPP, GEA, SM, APIORCISFBSCS]	STRONG
IHF	ilvLXG_1G_2MEDA[ilvLp2]	+	[APPH, GEA, IEP, IMP, BTEI, LTED, BPP, GEA, SM, APIORCISFBSCS]	STRONG
IHF	micF[micFp]	-	[APPH, GEA, IEP, IMP, BTEI, LTED, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	micF[micFp2]	-	[APPH, GEA, IEP, IMP, BTEI, LTED, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	mtr[mtrp2]	-	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, IGI]	STRONG
IHF	narGHJI[narGp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	narK[narKp1]	+	[APPH, GEA, IEP, IMP, BPP, GEA]	STRONG
IHF	ndh[ndhp]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	nirBDC-cysG[nirBp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BPP, GEA, BCE]	STRONG
IHF	nmpC[nmpCp]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, SM]	STRONG
IHF	norVW[norVp]	+	[APPH, GEA, IEP, IMP, IEP, ITCR, LTED, BPP]	STRONG
IHF	nrfABCDEFG[nrfAp]	+	[APPH, GEA, IEP, IMP, AIBSCS, BPP, GEA, SM]	STRONG
IHF	nuoABCEFGHIJKLMN[nuoAp2]	-	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
IHF	ompC[ompCp1]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	ompC[ompCp3]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	ompF[ompFp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BCE]	STRONG
IHF	ompF[ompFp2]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BCE]	STRONG
IHF	ompR-envZ[ompRp1]	-	[APPH, GEA, IEP, IMP, BTEI, BPP, SM]	STRONG
IHF	osmE[osmEp]	-	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, GEA]	STRONG
IHF	osmE[osmEp2]	-	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, GEA]	STRONG
IHF	osmY[osmYp]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, BPP, GEA, BCE]	STRONG
IHF	osmY[osmYp2]	-	[APPH, GEA, IEP, IMP, BCE, GEA, APIORCISFBSCS, BPP]	STRONG
IHF	paaABCDEFGHIJK[paaAp]	+	[APPH, GEA, IEP, IMP, BTEI, IEP, ITCR, PM, APIORCISFBSCS, BPP, GEA, SM]	STRONG
IHF	paaZ[paaZp]	+	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
IHF	patA[patAp]	?	[APPH, GEA, IEP, IMP, BTEI, AIBSCS]	STRONG
IHF	patA[patAp2]	?	[APPH, GEA, IEP, IMP, BTEI, AIBSCS]	STRONG
IHF	plaR[plaRp]	-	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BPP]	STRONG
IHF	proVWX[proVp3]	+	[APPH, GEA, IEP, IMP, PM, BPP, GEA]	STRONG
IHF	pspABCDE[pspAp]	+	[APPH, GEA, IEP, IMP, LTED, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
IHF	pspG[pspGp]	+	[APPH, GEA, IEP, IMP, AISGDTU, ICA]	STRONG
IHF	pstS[pstSp]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA]	STRONG
IHF	pstS[pstSp2]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA]	STRONG
IHF	pstSCA[pstSp]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA]	STRONG
IHF	pstSCA[pstSp2]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA]	STRONG
IHF	pstSCAB-phoU[pstSp]	+	[APPH, GEA, IEP, IMP, LTED, PAGTSBP, BPP, GEA]	STRONG
IHF	pstSCAB-phoU[pstSp2]	+	[APPH, GEA, IEP, IMP, LTED, PAGTSBP, BPP, GEA]	STRONG
IHF	rpoE-rseABC[rpoEp1b]	-	[APPH, GEA, IEP, IMP, BTEI, ITCR, APIORCISFBSCS, GEA, IC]	STRONG
IHF	rpoH[rpoHp6]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA]	STRONG
IHF	rtcBA[rtcBp]	+	[APPH, GEA, IEP, IMP, PM, AIBSCS]	STRONG
IHF	sodA[sodAp]	-	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP]	STRONG
IHF	sodB[sodBp]	-	[APPH, GEA, IEP, IMP, AIBSCS, GEA]	STRONG
IHF	sra[srap]	+	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, IGI]	STRONG
IHF	ssuEADCB[ssuEp]	+	[APPH, GEA, IEP, IMP, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
IHF	sucAB[sucAp]	-	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, IGI]	STRONG
IHF	sucABCD[sucAp]	-	[APPH, GEA, IEP, IMP, LTED, BPP, GEA, IGI]	STRONG
IHF	sufABCDSE[sufAp]	+	[APPH, GEA, IEP, IMP, ITCR, PAGTSBP, BPP, SM]	STRONG
IHF	tdcABCDEFG[tdcAp]	+	[APPH, GEA, IEP, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BCE, BPP, SM]	CONFIRMED
IHF	tyrP[tyrPp1]	-	[APPH, GEA, IEP, IMP, AISGDTU, BTEI, BPP, GEA, IGI]	STRONG
IHF	ubiCA[ubiCp]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, GEA]	STRONG
IHF	ulaABCDEF[ulaAp]	-	[APPH, GEA, IEP, IMP, BTEI, ITCR, BPP, GEA, IGI]	STRONG
IHF	ulaG[ulaGp]	-	[APPH, GEA, IEP, IMP, BTEI, BPP, GEA, IGI]	STRONG
IHF	uspA[uspAp1]	+	[APPH, GEA, IEP, IMP, BTEI, LTED, APIORCISFBSCS, GEA]	STRONG
IHF	uspB[uspBp]	-	[APPH, GEA, IEP, IMP, APIORCISFBSCS, GEA]	STRONG
IHF	yadV-htrE[yadVp1]	+	[APPH, GEA, IEP, IMP, PM, BPP, GEA, IGI]	STRONG
IHF	yadV-htrE[yadVp2]	+	[APPH, GEA, IEP, IMP, PM, BPP, GEA, IGI]	STRONG
IHF	yadV-htrE[yadVp3]	+	[APPH, GEA, IEP, IMP, PM, BPP, GEA, IGI]	STRONG
IHF	yeiL[yeiLp]	+	[APPH, GEA, IEP, IMP, APIORCISFBSCS, GEA]	STRONG
IHF	yiaKLMNO-lyx-sgbHUE[yiaKp]	+	[APPH, GEA, IEP, IMP, BTEI, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, GEA, SM]	CONFIRMED
IHF	yjbE[yjbEp1]	+	[APPH, GEA, IEP, IMP, BTEI, ICWHO, LTED, APIORCISFBSCS, BPP]	STRONG
IHF	yjbEFGH[yjbEp1]	+	[APPH, GEA, IEP, IMP, CV(LTED/PM), LTED, PAGTSBP, PM, APIORCISFBSCS, BPP]	CONFIRMED
IclR	aceBAK[aceBp]	-	[APPH, HIFS, IFC, IPI, PM, APIORCISFBSCS, BPP, GEA]	STRONG
IclR	iclR[iclRp]	-	[APPH, HIFS, IFC, IPI, APIORCISFBSCS, BPP, GEA]	STRONG
IdnR	gntK[gntKp]	-	[BTEI, GEA]	WEAK
IdnR	gntKU[gntKp]	-	[BTEI, LTED, GEA]	STRONG
IdnR	idnDOTR[idnDp]	+	[LTED, AIBSCS, GEA]	STRONG
IdnR	idnK[idnKp]	+	[BTEI, AIBSCS, GEA]	WEAK
IlvY	ilvC[ilvCp]	+	[APIORCISFBSCS, BCE, BPP, GEA, IC]	STRONG
IlvY	ilvY[ilvYp1]	-	[APIORCISFBSCS, BCE, BPP, GEA, IC]	STRONG
IlvY	ilvY[ilvYp2]	-	[APIORCISFBSCS, BCE, BPP, GEA, IC]	STRONG
IscR	erpA[erpAp]	-	[IEP, BPP, GEA]	STRONG
IscR	hyaABCDEF[hyaAp]	-	[IEP, BTEI, ITCR, BPP, GEA, APIORCISFBSCS]	STRONG
IscR	hyaABCDEF[hyaAp2]	-	[IEP, BTEI, ITCR, BPP, GEA, APIORCISFBSCS]	STRONG
IscR	iscRSUA[iscRp]	-	[IEP, IEP, ITCR, PM, BPP, GEA, SM]	STRONG
IscR	napFDAGHBC[napFp3]	-	[IEP, BPP, GEA]	STRONG
IscR	nfuA[nfuAp1]	-	[IEP, BPP, GEA]	STRONG
IscR	nrdHIEF[nrdHp]	+	[IEP, LTED, BPP, GEA, IGI]	STRONG
IscR	rnlAB[rnlAp2]	-	[IEP, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
IscR	sufABCDSE[sufAp]	+	[IEP, ITCR, PAGTSBP, APIORCISFBSCS, BPP, GEA, IMP, SM]	STRONG
IscR	ydiU[ydiUp]	+	[IEP, BPP, GEA]	STRONG
KdgR	eda[edap1]	-	[IEP, IMP, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
KdgR	edd-eda[eddp1]	-	[IEP, IMP, LTED, AIBSCS, APIORCISFBSCS]	STRONG
KdpE	kdpFABC[kdpFp]	+	[AIFS, ITCR, PAGTSBP, PM, APIORCISFBSCS, BPP, GEA, GS, SM]	STRONG
LacI	lacZYA[lacZp1]	-	[IE, BTEI, LTED, APIORCISFBSCS, GS, SM, BPP, GEA]	STRONG
LeuO	bglG[bglGp]	+	[APPH, GEA, IE, BTEI, BPP, GEA, IC]	STRONG
LeuO	bglGFB[bglGp]	+	[APPH, GEA, IE, BTEI, PM, BPP, GEA, IC]	STRONG
LeuO	cadC[cadCp]	-	[APPH, GEA, IE, BPP, GEA, IGI]	STRONG
LeuO	casABCDE12[casAp]	+	[APPH, GEA, IE, ICWHO, LTED, BPP, GEA, IC, AIBSCS, EME, GS]	STRONG
LeuO	dsrA[dsrAp]	-	[APPH, GEA, IE, AISGDTU, BPP, GEA, IGI]	STRONG
LeuO	leuL[leuLp]	+	[APPH, GEA, IE, BTEI, BPP, GEA, IGI]	STRONG
LeuO	leuLABCD[leuLp]	+	[APPH, GEA, IE, PAGTSBP, BPP, GEA, IGI]	STRONG
LeuO	leuO[leuOp]	+	[BPP, GEA, IC, APPH, GEA, IE, LTED, BPP, GEA]	STRONG
LeuO	leuO[leuOp2]	+	[APPH, GEA, IE, BTEI, BPP, GEA, IC, AIBSCS, GS]	STRONG
LeuO	yjjQ-bglJ[yjjQp]	+	[APPH, GEA, IE, LTED, BPP, GEA, IGI]	STRONG
LexA	cho[chop]	-	[LTED, AIBSCS, APIORCISFBSCS]	STRONG
LexA	dinB-yafNOP[dinBp]	-	[CV(LTED/PM), LTED, PM, AIBSCS, APIORCISFBSCS, ICWHO]	CONFIRMED
LexA	dinB-yafNOP[dinBp2]	-	[CV(LTED/PM), LTED, PM, AIBSCS, APIORCISFBSCS, ICWHO]	CONFIRMED
LexA	dinD[dinDp]	-	[ICWHO, AIBSCS, APIORCISFBSCS, GEA]	WEAK
LexA	dinG-ybiB[dinGp]	-	[IEP, LTED, AIBSCS, BPP, GEA]	STRONG
LexA	dinI[dinIp]	-	[ICWHO, AIBSCS, APIORCISFBSCS, BPP, GEA, IHBCE, SM]	STRONG
LexA	dinJ-yafQ[dinJp]	-	[ICWHO, AIBSCS, GEA]	WEAK
LexA	dinQ[dinQp]	-	[BTEI, LTED, AIBSCS, APIORCISFBSCS, GEA]	STRONG
LexA	ftsK[ftsKp1]	-	[AIBSCS, GEA, AIBSCS, BPP, GEA]	STRONG
LexA	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC[ftsLp2]	-	[PAGTSBP, APIORCISFBSCS]	WEAK
LexA	hokE[hokEp]	-	[LTED, AIBSCS]	STRONG
LexA	insK[insKp]	-	[LTED, BPP, GEA, IGI]	STRONG
LexA	lexA-dinF[lexAp]	-	[PM, APIORCISFBSCS, BPP, GEA, SM]	STRONG
LexA	phr[phrp]	-	[APIORCISFBSCS, GEA]	WEAK
LexA	polB[polBp]	-	[AIBSCS, BPP, GEA]	STRONG
LexA	ptrA[ptrAp]	-	[BPP, SM]	STRONG
LexA	ptrA-recBD[ptrAp]	-	[ICWHO, BPP, SM]	STRONG
LexA	recA[recAp]	-	[LTED, BPP]	STRONG
LexA	recAX[recAp]	-	[ITCR, LTED, BPP]	STRONG
LexA	recN[recNp]	-	[ICWHO, AIBSCS, BPP, GEA]	STRONG
LexA	recQ[recQp]	-	[ICWHO, APIORCISFBSCS, GEA]	WEAK
LexA	rpsU-dnaG-rpoD[rpsUp3]	-	[BTEI, LTED, BCE, SM]	STRONG
LexA	ruvAB[ruvAp2]	-	[BTEI, APIORCISFBSCS, BPP]	STRONG
LexA	ruvAB[ruvAp1]	-	[BTEI, APIORCISFBSCS, BPP]	STRONG
LexA	sbmC[sbmCp2]	-	[ICWHO, GEA, IHBCE]	WEAK
LexA	ssb[ssbp3]	-	[APIORCISFBSCS, BCE]	WEAK
LexA	sulA[sulAp]	-	[BCE]	WEAK
LexA	symE[symEp]	-	[LTED, AIBSCS, BPP]	STRONG
LexA	tisB[tisBp]	-	[LTED, GEA, ICA]	STRONG
LexA	umuDC[umuDp]	-	[LTED, BPP, APIORCISFBSCS]	STRONG
LexA	uvrA[uvrAp]	-	[APIORCISFBSCS, BCE]	WEAK
LexA	uvrB[uvrBp3]	-	[BTEI, LTED, BPP, GEA, ICA, SM]	STRONG
LexA	uvrB[uvrBp2]	-	[LTED, BPP, GEA, ICA, SM, APIORCISFBSCS]	STRONG
LexA	uvrB[uvrBp1]	-	[LTED, APIORCISFBSCS, BPP, GEA, ICA, SM]	STRONG
LexA	uvrC[uvrCp3]	-	[BPP, GEA, IGI]	STRONG
LexA	uvrD[uvrDp1]	-	[APIORCISFBSCS]	WEAK
LexA	uvrYC[uvrYp2]	-	[AIBSCS, GEA]	WEAK
LexA	yafNOP[yafNp]	-	[ICWHO, APIORCISFBSCS]	WEAK
LexA	ybfE[ybfEp]	-	[LTED, AIBSCS]	STRONG
LexA	ydjM[ydjMp]	-	[LTED, AIBSCS, BPP, GEA]	STRONG
LexA	yebG[yebGp]	-	[ICWHO, AIBSCS, APIORCISFBSCS, GEA, IHBCE]	WEAK
LexA	yehF[yehFp]	-	[LTED, AIBSCS]	STRONG
LldR	lldPRD[lldPp]	+	[IDA, ITCR, AIBSCS, BPP, GEA, SM, APIORCISFBSCS]	STRONG
LrhA	fimE[fimEp]	+	[APPH, GEA, HIFS, LTED, BPP, GEA, IGI]	STRONG
LrhA	flhDC[flhDp]	-	[APPH, GEA, HIFS, LTED, BPP, GEA]	STRONG
LrhA	leuO[leuOp]	+	[APPH, GEA, HIFS, LTED, BPP, GEA]	STRONG
LrhA	leuO[leuOp1]	+	[BPP, GEA, APPH, GEA, HIFS, BTEI, BPP, GEA]	STRONG
LrhA	leuO[leuOp3]	+	[BPP, GEA, APPH, GEA, HIFS, LTED, BPP, GEA]	STRONG
LrhA	lrhA[lrhAp]	+	[APPH, GEA, HIFS, BPP, GEA, IGI]	STRONG
Lrp	adhE[adhEp1]	-	[TASES, AIBSCS, GEA]	WEAK
Lrp	adhE[adhEp]	-	[TASES, AIBSCS, GEA]	WEAK
Lrp	aidB[aidBp]	-	[BPP, GEA, IGI]	STRONG
Lrp	aidB[aidBp2]	-	[BPP, GEA, IGI]	STRONG
Lrp	alaA[alaAp9]	-	[ICWHO, BPP, GEA, IGI]	STRONG
Lrp	alaE[alaEp]	+	[APIORCISFBSCS, BCE, BPP, GEA, RSE, AISGDTU, APIORCISFBSCS, BCE, BPP, CSE, GEA]	STRONG
Lrp	argO[argOp]	+	[ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
Lrp	avtA[avtAp]	-	[RSE, ICWHO, BPP, GEA, IGI]	STRONG
Lrp	cadBA[cadBp]	+	[PM, BPP, GEA, IGI]	STRONG
Lrp	csiD-ygaF-gabDTP[csiDp]	+	[ITCR, PM, BPP, GEA, IGI]	STRONG
Lrp	dadAX[dadAp2]	-	[RSE, ITCR, PAGTSBP, APIORCISFBSCS, BPP, CSE, GEA, SM, EME, AIBSPD, CCE]	STRONG
Lrp	dadAX[dadAp1]	-	[RSE, ITCR, PAGTSBP, APIORCISFBSCS, BPP, CSE, GEA, SM, EME, AIBSPD, CCE]	STRONG
Lrp	dadAX[dadAp3]	-	[RSE, ITCR, PAGTSBP, APIORCISFBSCS, BPP, CSE, GEA, SM, EME, AIBSPD, CCE]	STRONG
Lrp	fimAICDFGH[fimAp]	+	[RSE, BPP, CSE, SM, APIORCISFBSCS, EME, AIBSPD, CCE]	STRONG
Lrp	fimE[fimEp]	+	[LTED, BPP, GEA, IGI]	STRONG
Lrp	gcvTHP[gcvTp]	+	[RSE, CSE, GEA, SM]	STRONG
Lrp	gltBDF[gltBp]	+	[RSE, CV(LTED/PM), LTED, PM, APIORCISFBSCS, BPP, CSE, SM, EME, AIBSPD, CCE, AIBSCS, GEA]	CONFIRMED
